id,lat,lon,user,uid,version,changeset,timestamp
68143232,33.861584,-84.233454,woodpeck_fixbot,147510,2,3165228,2009-11-19T23:51:19Z
68143237,33.861456,-84.232589,woodpeck_fixbot,147510,2,3339049,2009-12-10T04:07:43Z
68143240,33.861418,-84.232282,woodpeck_fixbot,147510,2,3339049,2009-12-10T04:07:43Z
